name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,noise_estimate_failed,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
s1_z10880_y3840_x3840,1,,4308338,0.15956807407407408,10.496631622314453,0.06323271989822388,166.0,113.0,34214,bright,False,16.0,5.782526969909668,4.509147644042969,4.509147644042969,"[4.4163319110870365, 4.606786441802979]",0.1904545307159422,True,False,35.51020812988281,6.140949850241258,93,93,0.0,0.0,64,29.5,-28.0,28.0,5.0,16.0,4.085269927978516,3.7604778658959175,4.5509796142578125,7.201939392089844,0.9032258064516129,0.8494623655913979,10.437694549560547,143.91205669432185,302.0,1.130328150867548,2.6749602779746056,0.8108193235954172,13.249828338623047,0.081575,,
s1_z10880_y4480_x3200,1,,3793808,0.14051140740740742,12.605192184448242,0.06740744411945343,187.0,102.0,33681,bright,False,16.0,6.944484233856201,4.793067932128906,4.793067932128906,"[4.702056169509888, 4.886276149749756]",0.18421998023986852,True,False,48.28294372558594,6.952704059747704,82,82,0.0,0.0,64,38.5,-35.0,35.0,5.5,16.0,4.998154640197754,4.8622181822613975,5.103168487548828,7.877758598327637,0.975609756097561,0.9146341463414634,10.085861206054688,158.1269061634423,325.5,1.2053334877708275,2.6606659665703773,0.8067800532222608,13.502936363220215,0.076025,,
s1_z11200_y2880_x2560,1,,3652825,0.1352898148148148,12.870953559875488,0.06467815488576889,199.0,101.0,32695,bright,False,16.0,6.513680458068848,5.2800750732421875,5.2800750732421875,"[5.19850492477417, 5.37737078666687]",0.17886586189270037,True,False,60.52333068847656,9.291725481176014,82,82,0.0,0.0,64,25.5,-25.5,25.5,5.5,16.0,5.443516731262207,5.612932856489972,5.667078971862793,9.388143920898441,1.0,0.9634146341463414,13.30809211730957,196.45837374979058,315.0,-1.4170553539532476,2.6700279116630554,0.8096683884704862,16.154979705810547,0.0704,,
s1_z11200_y2880_x2880,1,,4385909,0.16244107407407407,12.019140243530273,0.0653214156627655,184.0,111.0,34283,bright,False,14.125,6.172338008880615,3.9895782470703125,3.9895782470703125,"[3.9194022178649903, 4.060463285446167]",0.1410610675811763,True,False,51.26073455810547,8.304913710874668,94,94,0.0,0.0,64,24.5,-22.5,22.5,4.0,14.125,3.8116540908813477,3.836246175968901,3.8116540908813477,6.440682983398438,0.9148936170212766,0.7978723404255319,9.871927261352539,172.565931596466,299.5,-1.329754125163946,2.478938853368163,0.7901562039493074,14.82646656036377,0.056825,,
s1_z11200_y3200_x2240,1,,4916250,0.18208333333333335,14.315587997436523,0.0701744481921196,204.0,113.0,34675,bright,False,12.275,7.083104610443115,3.344029426574707,3.344029426574707,"[3.261942458152771, 3.4120925188064577]",0.15015006065368652,True,False,44.7122802734375,6.3125257542455415,90,90,0.0,0.0,64,20.0,-19.5,19.5,3.5,12.275,3.6887283325195312,3.6241526815626357,3.7026662826538086,6.2476697921752935,0.9333333333333333,0.7888888888888889,8.86154556274414,141.7047493525318,324.5,-1.1928067434193155,2.5070998179726303,0.7945472953427828,13.24311637878418,0.06495,,
s1_z11200_y3200_x2560,1,,4325321,0.16019707407407408,13.545568466186523,0.06946445256471634,195.0,107.0,34005,bright,False,14.85,6.852353096008301,4.349508285522461,4.349508285522461,"[4.239159679412841, 4.4324249744415285]",0.19326529502868706,True,False,39.380088806152344,5.746943897139862,87,87,0.0,0.0,64,32.5,-23.0,23.0,4.5,14.85,4.286520004272461,4.1429540042219495,4.3231658935546875,8.734270477294922,0.9310344827586207,0.8620689655172413,10.841955184936523,148.60106055549866,332.0,-1.1036146595691316,2.622340228408575,0.8061342592592593,13.118318557739258,0.0918,,
s1_z11200_y3200_x3520,1,,5604159,0.20756144444444444,11.094578742980957,0.06488057971000671,171.0,133.0,35739,bright,False,10.55,5.934268474578857,2.157284736633301,2.157284736633301,"[2.0660274505615233, 2.269556450843811]",0.2035290002822876,True,False,21.30725860595703,3.590545102101934,101,102,0.00980392156862745,0.0,64,24.5,-19.0,19.0,2.0,10.55,1.8708858489990234,1.892493715380678,2.086676597595215,5.519898414611816,0.7623762376237624,0.5445544554455446,9.345864295959473,91.91648706887311,308.0,0.45874211036419243,2.436307393014431,0.7823839776031011,10.874629974365234,0.09455,,
s1_z11200_y3520_x3520,1,,4410280,0.1633437037037037,9.475237846374512,0.059969861060380936,158.0,120.0,33919,bright,False,16.0,4.966294765472412,2.8066635131835938,2.8066635131835938,"[2.741101312637329, 2.894163227081299]",0.15306191444397,True,False,33.74574279785156,6.794953660919388,80,80,0.0,0.0,64,,-29.0,29.0,3.0,16.0,2.669431686401367,2.722185528278351,2.8290557861328125,5.714287567138672,0.775,0.6125,10.016109466552734,154.39504887242714,331.5,0.8600332680664884,2.3920565992593765,0.7796283747637219,13.989151000976562,0.06025,,
s1_z11200_y3520_x3840,1,,3768450,0.1395722222222222,9.224475860595703,0.06029069051146507,153.0,117.0,32585,bright,False,16.0,5.193279266357422,4.867588043212891,4.867588043212891,"[4.740623044967651, 5.0000697612762455]",0.2594467163085943,True,False,32.503868103027344,6.2588330871383375,86,86,0.0,0.0,64,26.0,-27.0,26.0,5.5,16.0,4.9537353515625,4.944859471431998,4.9537353515625,9.651225090026855,0.9651162790697675,0.8488372093023255,14.715530395507812,149.8793587879125,300.5,-0.9616408818873217,2.623155925422907,0.8053301511535402,13.016368865966797,0.07395,,
s1_z11200_y3840_x3520,1,,3378962,0.12514674074074075,10.039715766906738,0.059760212898254395,168.0,105.0,33645,bright,False,16.0,5.286190986633301,5.150655746459961,5.150655746459961,"[5.064328956604004, 5.2429399490356445]",0.1786109924316408,True,False,48.29595184326172,9.136248002651286,84,85,0.011764705882352941,0.0,64,30.0,-30.0,30.0,6.0,16.0,4.559177398681641,4.8949758892967585,4.559177398681641,9.216021347045901,0.8809523809523809,0.8214285714285714,14.615102767944336,215.94954649825905,334.5,-0.18807628887122224,2.6563238948583603,0.8050935137286113,15.994163513183594,0.059625,,
s1_z11200_y3840_x3840,1,,4497689,0.16658107407407408,10.536627769470215,0.064247727394104,164.0,115.0,34319,bright,False,14.85,5.643623352050781,4.281614303588867,4.281614303588867,"[4.207217359542847, 4.366459798812866]",0.15924243927001935,True,False,38.93525695800781,6.89898218382336,84,86,0.023255813953488372,0.0,64,24.0,-23.0,23.0,4.5,14.85,4.337167739868164,4.144776378359113,4.372011184692383,7.141302871704102,0.9642857142857143,0.8928571428571429,-10.42298698425293,158.9803090591586,334.0,1.2151486161406329,2.6470395252108574,0.8050420829072603,13.846366882324219,0.07035,,
s1_z11200_y4480_x2880,1,,3495403,0.12945937037037036,14.781310081481934,0.0700535997748375,211.0,102.0,34339,bright,False,12.950000000000001,7.167133808135986,3.5473527908325195,3.5473527908325195,"[3.4087154865264893, 3.6635443210601806]",0.2548288345336913,True,False,33.65748596191406,4.696087287181211,88,92,0.043478260869565216,0.0,64,39.0,-21.0,21.0,3.5,12.950000000000001,3.0428881645202637,3.4251169020479377,3.426187515258789,7.837180185317993,0.8977272727272727,0.7727272727272727,12.135449409484863,120.77306979367464,304.5,0.8572732873302297,2.583726480603218,0.8029097522164128,13.801187515258789,0.09285,,
s1_z11200_y4480_x3200,1,,3966357,0.14690211111111112,13.08417797088623,0.06709834933280945,195.0,102.0,35021,bright,False,12.725,6.4277424812316895,3.4471263885498047,3.4471263885498047,"[3.3382122993469237, 3.5604773998260497]",0.22226510047912607,True,False,31.616165161132812,4.91870439014142,79,80,0.0125,0.0,64,26.0,-20.5,20.5,3.5,12.725,3.3798046112060547,3.6988610617722135,3.510089874267578,8.47459373474121,0.8860759493670886,0.7088607594936709,10.813848495483398,132.1139613257673,345.0,0.8075195473879851,2.563221536576748,0.8011442767342944,14.755352020263672,0.073175,,
s1_z11200_y4800_x2560,1,,3892066,0.14415059259259258,13.689024925231934,0.06396740674972534,214.0,101.0,34444,bright,False,13.950000000000001,6.650089740753174,3.925164222717285,3.925164222717285,"[3.856645441055298, 4.013406896591187]",0.15676145553588894,True,False,52.12921142578125,7.838873377350426,89,90,0.011111111111111112,0.0,64,21.0,-23.0,21.0,4.5,13.950000000000001,3.691542625427246,3.860748875007201,3.741305351257324,6.850684547424318,0.9438202247191011,0.8314606741573034,12.08607006072998,174.2920738483811,318.0,1.3001900337081875,2.5966526195406914,0.8064263615014724,15.355936050415039,0.0692,,
s1_z11200_y4800_x2880,1,,3098821,0.11477114814814815,13.06107234954834,0.060749173164367676,215.0,99.0,33311,bright,False,13.75,6.2741570472717285,2.4677486419677734,2.4677486419677734,"[2.3833908557891847, 2.5509000778198243]",0.16750922203063956,True,False,56.428192138671875,8.99374875597181,77,77,0.0,0.0,64,25.0,-25.5,25.0,2.5,13.75,2.9476795196533203,3.125860697263247,2.9476795196533203,7.094056320190431,0.7662337662337663,0.6363636363636364,9.055265426635742,224.50438331852416,330.0,0.8633256842860371,2.268449554219842,0.7661460819750392,19.17181396484375,0.051775,,
s1_z11200_y4800_x3200,1,,3365802,0.12465933333333333,11.68453598022461,0.06182294338941574,189.0,99.0,35055,bright,False,12.05,5.970238208770752,3.497889518737793,3.497889518737793,"[3.3772672176361085, 3.6214862346649173]",0.24421901702880877,True,False,39.54395294189453,6.623513427621923,87,88,0.011363636363636364,0.0,64,19.0,-30.5,19.0,3.5,12.05,3.080874443054199,3.685052279768319,3.080874443054199,8.299299812316896,0.9080459770114943,0.6551724137931034,10.32213306427002,165.9258431208436,322.0,0.9384060238784028,2.5194585723802447,0.7962023427590837,15.184882164001465,0.075325,,
s1_z11200_y5120_x3200,1,,2869874,0.10629162962962962,10.583504676818848,0.05912572517991066,179.0,99.0,33428,bright,False,16.0,5.614406108856201,6.335018157958984,6.335018157958984,"[6.174498653411865, 6.468578243255616]",0.2940795898437507,True,False,41.035423278808594,7.3089517365120855,82,82,0.0,0.0,64,34.0,-27.0,27.0,6.5,16.0,5.386715888977051,4.237349568343744,5.71555233001709,8.766805171966553,0.9390243902439024,0.8292682926829268,-14.598026275634766,188.0925060628727,325.0,0.996634709474176,2.785459004342556,0.8229094975911906,15.831308364868164,0.081,,
s1_z11520_y3200_x2240,1,,3947662,0.1462097037037037,11.564026832580566,0.0642445906996727,180.0,103.0,33096,bright,False,16.0,6.156852722167969,3.746807098388672,3.746807098388672,"[3.677456855773926, 3.8288168907165527]",0.15136003494262695,True,False,48.74836730957031,7.91774133788357,85,85,0.0,0.0,64,31.0,-34.0,31.0,3.5,16.0,3.502012252807617,3.8628852058859433,3.502012252807617,7.250015640258792,0.9294117647058824,0.7529411764705882,10.390727996826172,176.1202573995085,332.0,-1.3217699069828595,2.5748461186885834,0.7977721936766305,14.54844856262207,0.060925,,
s1_z11520_y3200_x2560,1,,4235503,0.15687048148148147,13.347315788269043,0.06809855252504349,196.0,103.0,34535,bright,False,14.85,6.805643081665039,4.242378234863281,4.242378234863281,"[4.150587368011474, 4.318318796157837]",0.16773142814636266,True,False,50.09710693359375,7.3611128783052795,86,86,0.0,0.0,64,23.0,-24.0,23.0,4.5,14.85,3.974541664123535,4.128089705178904,4.115189552307129,6.589627265930176,0.9418604651162791,0.8837209302325582,9.013494491577148,159.2354229428517,320.5,-1.336720872479915,2.6915539857000113,0.8128766496300251,14.638256072998047,0.0745,,
s1_z11520_y3520_x2240,1,,5007542,0.18546451851851853,12.352151870727539,0.06900643557310104,179.0,115.0,35952,bright,False,10.875,6.535364151000977,3.4742517471313477,3.4742517471313477,"[3.3948611974716187, 3.5665132999420166]",0.17165210247039786,True,False,36.0450439453125,5.515384164138999,90,91,0.01098901098901099,0.0,64,19.5,-17.5,17.5,3.0,10.875,3.190593719482422,3.380167457792494,3.2104592323303223,5.956846427917483,0.9111111111111111,0.8,9.316627502441406,130.5446067741591,340.0,-1.1080867729695125,2.490740317851305,0.7911757053116752,12.684728622436523,0.075725,,
s1_z11520_y3520_x3520,1,,4263667,0.1579135925925926,8.935498237609863,0.05764837563037872,155.0,111.0,32733,bright,False,15.925,4.70591926574707,3.4268083572387695,3.4268083572387695,"[3.3503544330596924, 3.514942455291748]",0.1645880222320555,True,False,33.86322784423828,7.195879472628915,83,83,0.0,0.0,64,,-26.5,26.5,4.0,15.925,3.537703514099121,3.748417601527938,3.537703514099121,6.562067222595214,0.8674698795180723,0.7349397590361446,12.099038124084473,164.40647344717456,318.0,-0.9586619213646405,2.4975029670167714,0.7942933231881301,14.749523162841797,0.0599,,
s1_z11520_y3840_x3520,1,,4373214,0.1619708888888889,10.645919799804688,0.06336857378482819,168.0,114.0,34968,bright,False,12.450000000000001,5.481989860534668,2.932051658630371,2.932051658630371,"[2.8298824548721315, 3.0440107107162477]",0.2141282558441162,True,False,31.941078186035156,5.826548205785971,85,88,0.03409090909090909,0.0,64,32.0,-21.0,21.0,3.0,12.450000000000001,2.841106414794922,3.166245539048139,3.117929458618164,6.408149147033693,0.8470588235294118,0.6941176470588235,10.63424015045166,137.22194387269772,329.0,0.8677958904767136,2.399190604686737,0.7797407447305109,13.866647720336914,0.0628,,
s1_z11520_y4160_x3520,1,,4180087,0.15481803703703703,10.723462104797363,0.06421234458684921,167.0,107.0,35191,bright,False,9.825000000000001,5.813078880310059,1.8559885025024414,1.8559885025024414,"[1.7346156597137452, 1.9723713159561158]",0.2377556562423706,True,False,26.875999450683594,4.623367410636286,82,84,0.023809523809523808,0.0,64,22.0,-18.5,18.5,1.5,9.825000000000001,1.8188586235046387,1.87737263121256,2.071491241455078,5.260584831237794,0.7804878048780488,0.524390243902439,8.353314399719238,113.08087059566043,335.5,-0.46109207632216875,2.3409139811992645,0.7766713581984518,13.100390434265137,0.070925,,
s1_z11520_y4480_x2560,1,,4462434,0.16527533333333333,13.924360275268555,0.07140697538852692,195.0,111.0,35483,bright,False,11.325000000000001,7.086350917816162,3.1975784301757812,3.1975784301757812,"[3.0900160312652587, 3.2973818302154543]",0.20736579895019558,True,False,27.27825927734375,3.849408474644131,80,82,0.024390243902439025,0.0,64,20.0,-18.5,18.5,3.0,11.325000000000001,3.168060779571533,2.8142300605773927,3.3297877311706543,5.514588928222657,0.9375,0.75,9.883259773254395,104.7843779971874,339.0,-0.7540609501671117,2.523530845530331,0.7917928640023639,12.04817008972168,0.08545,,
s1_z1152_y1728_x4032,1,,924518,0.18168958393600562,10.744376182556152,0.06673525273799896,161.0,124.0,31265,bright,False,12.6,6.134337902069092,4.598960876464844,4.598960876464844,"[4.5130068302154545, 4.676749420166016]",0.16374258995056135,True,False,35.8076171875,5.837242382005433,27,27,0.0,0.0,64,28.0,-18.0,18.0,4.5,12.6,4.348718643188477,4.567562739054362,4.348718643188477,6.424821853637696,1.0,0.9629629629629629,9.667795181274414,239.02916226630546,1185.0,-1.4723779991807957,2.8025596626102924,0.8174295422746353,10.881948471069336,0.088325,,
s1_z1152_y1728_x4224,1,,993041,0.19515596897128554,12.552910804748535,0.06859514117240906,183.0,129.0,32960,bright,False,11.2,6.755002021789551,3.0519371032714844,3.0519371032714844,"[2.969319748878479, 3.128938913345337]",0.1596191644668581,True,False,36.134788513183594,5.349337927157375,27,27,0.0,0.0,64,16.0,-18.0,16.0,4.0,11.2,3.14717960357666,3.225976096259223,3.14717960357666,6.4970788955688485,0.8518518518518519,0.7407407407407407,7.7046613693237305,237.11467913275553,1138.0,1.0261090710898528,2.3542588651180267,0.7734070673344463,11.128755569458008,0.08045,,
s1_z1152_y1728_x4416,1,,1002153,0.19694669180072194,13.899368286132812,0.07055516541004181,197.0,127.0,32875,bright,False,9.875,7.208202362060547,2.1952133178710938,2.1952133178710938,"[2.118358111381531, 2.269916129112244]",0.15155801773071298,True,False,43.34558868408203,6.013370117385439,27,27,0.0,0.0,64,17.5,-22.0,17.5,2.0,9.875,2.2751808166503906,2.5666965908474393,2.2751808166503906,4.972459030151367,0.7407407407407407,0.6296296296296297,5.598311424255371,257.9804443120712,1193.0,0.1813261736685988,2.317783124744892,0.77624393718414,12.724635124206543,0.062625,,
s1_z1152_y1920_x3456,1,,1416150,0.2783068629177305,11.895326614379883,0.07122950255870819,167.0,143.0,34474,bright,False,7.75,6.569614887237549,1.101466178894043,1.101466178894043,"[1.0284976243972779, 1.1852871894836425]",0.15678956508636466,True,False,17.853408813476562,2.7175731180467606,27,27,0.0,0.0,64,15.0,-16.5,15.0,1.0,7.75,1.3202791213989258,1.5066941402576588,1.4010725021362305,4.375384521484379,0.6666666666666666,0.4074074074074074,6.71858024597168,148.49356282830314,1236.0,-0.32674158202922954,2.1538247503340244,0.7482763423636744,8.532103538513184,0.1235,,
s1_z1152_y1920_x4416,1,,890769,0.17505710975134264,15.938980102539062,0.07379157096147537,216.0,117.0,30820,bright,False,13.325000000000001,7.946567058563232,4.105177879333496,4.105177879333496,"[4.016815614700318, 4.204041242599487]",0.18722562789916974,True,False,41.60155487060547,5.235160612629018,26,26,0.0,0.0,64,23.0,-18.5,18.5,5.0,13.325000000000001,3.695730209350586,3.850597491631141,3.695730209350586,6.332376480102539,0.9230769230769231,0.7307692307692307,9.651900291442871,225.49084500485452,952.0,0.9746673002167813,2.603282153606415,0.8040777200162224,11.708507537841797,0.083375,,
s1_z1152_y1920_x4608,1,,767912,0.150912812708315,14.236736297607422,0.06441961973905563,221.0,102.0,27584,bright,False,16.0,7.0869364738464355,4.481197357177734,4.481197357177734,"[4.38931713104248, 4.554881429672241]",0.16556429862976074,True,False,56.8082275390625,8.015907543225067,27,27,0.0,0.0,64,28.5,-29.0,28.5,5.0,16.0,4.603849411010742,4.95671851546676,4.603849411010742,8.622854232788088,0.9259259259259259,0.8518518518518519,12.070295333862305,305.2988161173612,840.0,-0.7315770562853837,2.5789560973644257,0.7986743993371996,14.544148445129395,0.077775,,
s1_z1152_y2112_x2688,1,,778677,0.15302838900977273,10.124308586120605,0.06098981201648712,166.0,111.0,26715,bright,False,16.0,5.734532833099365,6.79987907409668,6.79987907409668,"[6.691431665420533, 6.901171112060547]",0.20973944664001465,True,False,43.977806091308594,7.668943115552752,26,26,0.0,0.0,64,25.5,-26.0,25.5,7.5,16.0,6.8937835693359375,6.619025523845966,6.8937835693359375,9.85462474822998,0.9615384615384616,0.9615384615384616,13.276206970214844,300.2245762154988,1014.5,0.6494850409681296,2.786159126088023,0.8159754509949786,11.562980651855469,0.107125,,
s1_z1152_y2112_x2880,1,,1031032,0.20262209616763305,10.952475547790527,0.06330911070108414,173.0,121.0,33085,bright,False,10.6,6.0099639892578125,2.5304136276245117,2.5304136276245117,"[2.4595741271972655, 2.603948712348938]",0.14437458515167245,True,False,36.34423065185547,6.047329188131079,27,27,0.0,0.0,64,29.5,-18.0,18.0,2.5,10.6,2.7241287231445312,3.3573777940538196,2.7241287231445312,7.171154785156252,0.7407407407407407,0.6296296296296297,10.054410934448242,288.63821301867245,1232.0,-0.8016255100632358,2.2759505612775683,0.7691673241052858,13.012507438659668,0.071375,,
